CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15610056,Dufresne,631,Germany,Female,34.0,6,125227.82,2,no,yes,128247.03,no
15806049,Lee,714,Germany,Female,49.0,5,140510.89,1,yes,no,141914.94,no
15736069,Hsing,767,Germany,Female,35.0,6,132253.22,1,yes,no,115566.57,yes
15763662,Longo,711,Germany,Male,43.0,2,39043.29,2,yes,yes,175423.69,no
15615575,Vial,722,France,Male,34.0,8,0.0,2,yes,yes,133447.49,no
15691723,Chukwudi,631,Spain,Male,55.0,9,99685.06,1,yes,no,114474.98,no
15774098,Grant,701,Germany,Male,38.0,3,125385.49,2,no,yes,52044.66,no
15750808,Ma,790,Spain,Male,46.0,2,131365.37,2,yes,yes,180290.68,no
15744368,Sun,633,Spain,Male,58.0,6,98308.51,1,yes,yes,132034.13,no
15610594,Moss,644,France,Female,37.0,8,0.0,2,yes,no,20968.88,no
15756125,Booth,757,Spain,Male,44.0,5,140856.16,2,yes,no,158735.1,no
15623277,Ross,696,France,Female,30.0,8,0.0,2,yes,yes,196134.44,no
15795954,Ndukaku,746,France,Male,35.0,2,172274.01,1,yes,no,22374.97,no
15671969,,649,,Male,36.0,8,,2,yes,no,161668.15,no
15791268,Neumann,565,Spain,Male,38.0,0,122447.76,1,no,no,67339.34,no
15713655,Calabrese,720,,Female,38.0,10,0.0,2,yes,yes,56229.72,yes
15633930,Yobachukwu,648,Spain,Female,56.0,6,157559.59,2,yes,no,140991.23,yes
15712849,Tung,632,Germany,Male,41.0,3,126550.7,1,no,no,177644.52,yes
15639077,Marchesi,622,France,Female,30.0,2,158584.82,3,yes,no,142342.55,yes
15808784,Hess,835,,Male,28.0,2,163569.61,2,yes,yes,154559.28,no
15648577,Pickering,493,France,Female,31.0,3,0.0,1,yes,yes,176570.28,yes
15670345,Mazzi,785,Germany,Female,33.0,6,127211.45,1,no,no,191961.83,no
15633112,Madukaego,681,Germany,Male,42.0,3,118199.97,2,yes,no,9452.88,yes
15714397,Trentino,621,,Female,30.0,2,101014.08,2,yes,yes,165257.31,no
15780038,Paterson,756,Spain,Male,38.0,6,119208.85,1,yes,no,169763.89,yes
15756305,Marchesi,515,France,Female,66.0,6,0.0,2,yes,yes,160663.11,no
15578799,Anayolisa,625,,Female,58.0,10,53772.73,1,yes,yes,192072.1,yes
15800326,Poole,717,Spain,Female,39.0,6,0.0,2,yes,no,93275.61,no
15785485,Zhou,595,Germany,Female,41.0,2,138878.81,1,no,yes,112269.67,no
15783958,Bates,539,Spain,Female,37.0,1,130922.81,2,no,no,2186.83,no
15727546,,762,France,,,9,,2,,yes,,
15739576,Bustard,706,Spain,Male,20.0,8,0.0,2,yes,yes,12368.11,no
15631333,Wade,677,Spain,Female,25.0,8,130866.19,1,yes,no,42410.21,no
15604782,Tan,733,Germany,Female,33.0,7,187257.94,1,no,yes,190430.81,no
15589643,Ngozichukwuka,684,Spain,Female,41.0,7,0.0,1,yes,yes,138394.37,no
15585533,Calabrese,679,France,Male,36.0,6,147733.64,1,no,yes,172501.38,no
15681506,Lane,478,Spain,Male,43.0,1,0.0,2,yes,yes,197916.43,no
15630551,Forbes,696,France,Male,33.0,2,163139.27,1,yes,yes,7035.36,no
15698349,Davy,686,Spain,Female,35.0,4,0.0,2,yes,yes,159676.55,no
15776631,Ma,466,France,Female,36.0,5,119540.15,1,no,yes,80603.99,no
15762216,Barrera,686,France,Female,41.0,4,129553.76,2,yes,no,187599.8,no
15623927,Alexander,576,France,Male,55.0,9,0.0,2,yes,yes,94450.97,no
15681402,Ngozichukwuka,763,Germany,Female,61.0,1,66101.89,1,yes,yes,143981.27,no
15586264,Murray,572,France,Male,43.0,2,140431.98,1,yes,no,26450.57,yes
15594685,Hall,757,France,Female,49.0,2,0.0,2,no,no,164482.92,no
15812945,Padovesi,582,France,Female,29.0,0,0.0,1,yes,yes,84012.81,no
15734628,Lysaght,623,France,Female,35.0,5,0.0,2,yes,no,101192.08,no
15629323,Kelechi,617,Germany,Female,37.0,4,116471.43,2,yes,no,175324.74,yes
15666823,Nebechi,425,France,Male,39.0,4,0.0,2,yes,no,197226.32,no
15777553,Hanson,659,France,Female,56.0,9,123785.24,1,yes,no,99504.03,yes
15613097,Kao,605,France,Female,33.0,4,0.0,2,no,yes,83700.66,no
15622217,Tu,538,France,Female,38.0,8,88758.95,2,no,no,28226.15,yes
15703588,Palerma,665,Germany,Male,25.0,5,153611.83,2,yes,no,35321.65,no
15570835,Fallaci,491,Germany,Female,57.0,4,112044.72,1,yes,yes,41229.73,yes
15679299,Shen,726,Spain,Female,27.0,7,123826.07,1,no,yes,78970.58,no
15808044,Ts'ui,580,France,Female,65.0,9,106804.26,3,yes,no,107890.69,yes
15579208,Chikezie,550,France,Female,48.0,6,0.0,2,yes,yes,191870.28,no
15684951,He,542,France,Female,59.0,2,68892.77,2,yes,no,7905.06,yes
15667620,Dreyer,732,France,Female,43.0,6,0.0,2,yes,no,65731.53,no
15582960,Short,473,France,Female,33.0,5,125827.43,1,no,yes,145698.73,no
15590730,Hunt,745,Spain,Male,34.0,9,0.0,2,yes,no,50046.25,no
15763747,Ricci,732,France,Male,36.0,7,0.0,2,yes,yes,60830.24,no
15778320,Teng,848,Germany,Female,40.0,5,148495.64,1,no,no,158853.98,no
15642787,Ijendu,572,France,Male,37.0,1,133043.66,1,no,no,111243.09,no
15624633,Kibby,702,France,Male,45.0,9,74989.58,1,yes,yes,171014.69,no
15766765,Obiuto,664,Germany,Male,39.0,7,60263.23,1,yes,no,170835.32,no
15783615,Ramos,630,Germany,Male,50.0,3,129370.91,4,yes,yes,47775.34,yes
15640161,Calabrese,618,Germany,Male,44.0,5,157955.83,2,no,no,139297.71,no
15619889,Vasin,556,France,Male,26.0,4,0.0,1,yes,no,195167.38,no
15579166,Munro,619,France,Female,30.0,7,70729.17,1,yes,yes,160948.87,no
15789097,Keeley,644,France,Male,48.0,8,0.0,2,no,yes,44965.54,yes
15674880,Archer,658,Spain,Male,50.0,2,0.0,2,yes,no,52137.73,no
15778157,Murray,598,Spain,Male,27.0,8,90721.52,2,yes,no,109296.18,no
15779064,Chidiegwu,677,France,Male,27.0,2,0.0,2,yes,yes,20092.89,no
15801265,Tang,689,Spain,Female,45.0,0,57784.22,1,yes,no,197804.0,yes
15589204,Farrar,591,France,Male,33.0,9,131765.72,1,yes,no,118782.06,no
15664543,Shaw,699,France,Male,40.0,7,0.0,1,no,yes,152876.13,yes
15582714,Napolitani,749,Germany,Male,47.0,9,110022.74,1,no,yes,135655.29,yes
15797595,Greenhalgh,709,France,Female,40.0,9,131569.63,1,yes,yes,103970.58,no
15614034,Martin,607,Germany,Male,61.0,2,164523.5,2,yes,yes,35786.76,no
15763171,Hu,650,Germany,Female,25.0,2,114330.95,1,yes,yes,25325.07,no
15647266,Y?an,651,Spain,Female,45.0,10,135923.16,1,yes,no,18732.84,no
15757577,Odili,676,France,Female,61.0,8,0.0,2,yes,yes,118522.73,no
15736656,H?,723,France,Female,49.0,4,0.0,2,no,yes,89972.25,no
15635078,Chiemela,714,Spain,Male,45.0,0,124693.48,1,no,yes,187194.15,no
15680141,,759,Spain,,,7,,1,,yes,,no
15576945,Clements,582,France,Male,29.0,0,0.0,1,yes,no,142516.35,no
15602034,Kolesnikov,697,France,Female,34.0,2,126558.92,1,yes,no,73334.43,no
15732020,Rutherford,610,Germany,Male,57.0,6,106938.11,2,no,yes,186612.47,no
15611029,Hsiung,488,Germany,Female,33.0,4,140002.35,1,yes,no,123613.81,no
15621210,Angelo,599,Germany,Male,46.0,9,123444.72,1,yes,yes,31368.08,yes
15569222,Mendes,781,France,Male,32.0,6,147107.91,1,yes,yes,40066.95,no
15664639,McGregor,645,France,Male,19.0,9,128514.84,1,no,no,175969.19,no
15724223,Bronner,545,France,Female,55.0,5,0.0,1,no,no,10034.77,yes
15644621,Mironova,597,Germany,Female,40.0,9,106756.01,2,yes,no,151167.94,no
15756056,Ku,561,Spain,Female,28.0,3,0.0,2,yes,no,191387.76,no
15700353,Evans,662,France,Female,37.0,6,0.0,2,yes,no,51229.17,no
15624388,Henderson,649,Germany,Female,50.0,5,155393.32,1,yes,yes,87351.42,yes
15627212,Smith,630,France,Female,36.0,2,110414.48,1,yes,yes,48984.95,no
15648005,Russell,672,Spain,Male,33.0,2,0.0,2,yes,yes,182738.0,no
15681446,Sun,636,Germany,Female,37.0,9,157098.52,1,yes,yes,153535.27,no
15775888,McDonald,593,Germany,Female,38.0,5,85626.6,1,yes,yes,125079.65,no
15749019,Wong,545,Germany,Male,45.0,6,93796.42,2,yes,yes,162321.26,no
15709928,Niu,567,Spain,Female,41.0,1,0.0,2,yes,no,3414.72,no
15784676,Fanucci,583,France,Male,51.0,6,125268.03,2,yes,no,165082.25,no
15748116,Zetticci,681,France,Female,29.0,2,148143.84,1,yes,yes,52021.39,no
15612193,Hsia,762,Spain,Male,29.0,10,115545.33,2,yes,no,148256.43,no
15762984,McIntosh,648,Spain,Male,35.0,7,0.0,2,no,no,122899.01,no
15613713,Kozlova,644,France,Male,30.0,5,44928.88,1,yes,yes,10771.46,no
15664204,Meany,706,Spain,Male,29.0,2,0.0,2,yes,yes,18255.51,no
15639415,Thompson,850,France,Male,35.0,3,162442.35,1,yes,no,183566.78,no
15806332,Le Gallienne,484,Spain,Female,39.0,5,0.0,2,yes,yes,175224.12,no
15614929,Cheng,508,Germany,Male,28.0,0,96213.82,2,yes,no,147913.56,no
15695492,P'eng,439,France,Female,29.0,6,156569.43,1,yes,no,180598.66,no
15635972,Lloyd,484,Spain,Male,36.0,8,0.0,2,yes,no,186136.48,no
15616380,Wheeler,803,Spain,Female,37.0,1,0.0,2,no,no,7455.2,no
15581440,Christie,724,Germany,Female,48.0,6,110463.25,2,yes,yes,80552.11,yes
15654390,He,640,France,Male,33.0,7,154575.76,1,yes,no,25722.28,yes
15660688,King,701,Spain,Female,35.0,9,0.0,2,no,no,170996.86,no
15806307,Favors,537,France,Male,37.0,3,0.0,2,yes,yes,20603.32,no
15647975,Vida,651,Germany,Male,26.0,5,147037.32,1,no,no,141763.26,no
15595728,,523,Germany,Male,,0,,1,no,no,122284.38,yes
15735388,Wayn,717,France,Female,25.0,7,108664.85,2,yes,no,190011.85,no
15788535,Tan,593,Spain,Male,44.0,5,0.0,1,yes,no,128046.98,no
15765902,Gibson,706,Germany,Male,38.0,5,163034.82,2,yes,yes,135662.17,no
15642345,,714,Germany,Female,49.0,4,,1,yes,no,7571.51,yes
15641250,Calabresi,794,Spain,Male,38.0,9,179581.31,1,yes,no,23596.24,no
15706163,Enyinnaya,518,Germany,Male,46.0,4,113625.93,1,no,no,92727.42,yes
15746708,Ritchie,589,Germany,Male,55.0,7,119961.48,1,yes,no,65156.83,yes
15775203,Chia,824,France,Male,45.0,3,129209.48,1,no,no,60151.77,no
15787907,Wang,719,Germany,Female,42.0,5,137227.04,3,yes,no,149097.38,yes
15646764,Lorenzo,617,Germany,Female,58.0,3,119024.75,2,yes,no,35199.24,yes
15678284,Pai,651,France,Male,35.0,7,74623.5,3,yes,no,129451.29,yes
15726791,Nuttall,637,Spain,Female,45.0,2,157929.45,1,yes,yes,145134.49,yes
15813144,Osborne,554,France,Female,26.0,7,92606.86,2,yes,no,192709.69,no
15669342,Ferri,731,Germany,Male,35.0,2,127862.93,2,yes,no,139083.7,no
15710366,Hamilton,569,Spain,Female,42.0,1,0.0,1,yes,yes,83629.6,yes
15614934,McEwan,625,Germany,Female,37.0,4,142711.81,1,yes,no,35625.41,no
15588701,Lai,592,France,Female,38.0,4,0.0,2,yes,no,35338.96,no
15665438,Hs?,669,France,Male,43.0,1,163159.85,1,no,yes,15602.8,no
15644896,Thompson,663,Germany,Male,32.0,3,108586.86,1,yes,yes,182355.21,no
15670205,Boyd,518,Germany,Female,41.0,5,110624.99,1,yes,no,89327.67,no
15635776,Trevisani,686,Germany,Female,43.0,5,154846.24,2,yes,yes,151903.6,no
15791053,Lucciano,709,Germany,Male,45.0,4,122917.71,1,yes,yes,11.58,yes
15644005,Holman,571,France,Female,33.0,9,0.0,2,no,yes,77519.62,no
15796343,Bazhenov,707,France,Female,31.0,2,82787.93,2,no,no,91423.69,no
15751057,Douglas,701,Germany,Male,32.0,5,102500.34,1,no,no,106287.77,no
15623430,Hill,672,France,Male,34.0,9,0.0,2,yes,no,161800.77,no
15682600,Lo,620,Germany,Male,39.0,9,159492.79,1,yes,no,80582.34,yes
15769312,Forbes,557,Spain,Male,48.0,10,0.0,2,yes,yes,185094.48,no
15708212,Lin,648,Spain,Female,54.0,7,118241.02,1,yes,no,172586.89,yes
15650258,Sinclair,479,France,Female,35.0,2,113090.4,1,yes,no,195649.79,no
15604345,Kemp,730,France,Female,22.0,9,65763.57,1,yes,yes,145792.01,no
15578297,Ebelegbulam,737,Germany,Female,43.0,1,125537.38,1,yes,no,138510.01,yes
15671789,Woods,616,France,Male,31.0,3,94263.91,2,yes,no,168895.06,no
15726186,Genovese,639,Spain,Male,29.0,4,133434.57,2,yes,no,97983.44,no
15764618,Tseng,815,Spain,Female,39.0,6,0.0,1,yes,yes,85167.88,no
15730738,Chiang,786,Spain,Male,31.0,9,0.0,2,yes,yes,18210.36,no
15637650,Williams,549,France,Male,50.0,9,94748.76,2,no,yes,13608.18,no
15606267,Wilson,622,France,Female,38.0,4,98640.74,1,yes,yes,110457.99,no
15625904,Wang,624,France,Male,26.0,9,74681.9,2,no,no,31231.35,no
15654463,Moore,841,France,Male,34.0,4,0.0,2,yes,no,141582.66,no
15774151,Iadanza,614,Spain,Female,41.0,7,179915.85,1,no,no,14666.35,yes
15693259,Wallace,676,France,Male,30.0,1,128207.23,1,yes,yes,55400.17,no
15642468,Clark,697,France,Male,42.0,9,132739.26,2,no,no,174667.65,no
15758531,Y?,732,France,Female,40.0,10,0.0,2,yes,no,154189.08,no
15728352,Yermakov,623,France,Male,27.0,4,120509.81,1,no,no,142170.44,no
15637240,Wei,541,France,Male,46.0,4,124547.13,2,yes,no,94499.06,no
15595588,Chukwunonso,773,Spain,Female,39.0,4,0.0,2,no,yes,182081.45,no
15778395,McIntyre,762,Germany,Male,34.0,4,88815.56,2,yes,no,68562.26,yes
15711825,Ts'ai,655,Spain,Female,35.0,1,82231.51,2,yes,no,88798.02,no
15599251,Chung,602,Germany,Male,32.0,7,184715.86,2,yes,no,113781.99,no
15570004,Tsou,850,France,Male,31.0,3,0.0,2,yes,no,121866.87,no
15656912,Aitken,649,Spain,Male,51.0,4,0.0,1,yes,yes,150390.57,no
15657342,Dawson,850,Germany,Male,28.0,4,147972.19,1,yes,no,60708.72,yes
15716284,Ward,543,France,Male,43.0,9,0.0,2,yes,yes,78858.07,no
15672374,Pai,672,France,Male,52.0,8,170008.84,1,no,no,56407.42,yes
15732476,Ifeanyichukwu,600,France,Female,27.0,3,0.0,2,no,yes,125698.97,no
15747724,Briggs,671,Spain,Female,34.0,10,0.0,1,yes,no,23235.38,no
15633877,Morrison,706,Spain,Female,42.0,8,95386.82,1,yes,yes,75732.25,no
15672516,Wall,541,Germany,Male,51.0,7,90373.28,2,yes,no,179861.79,no
15607827,Nebechukwu,711,Germany,Male,34.0,4,133467.77,2,yes,yes,42976.64,no
15751336,Yao,630,Spain,Male,30.0,3,0.0,2,no,yes,10486.69,no
15646539,Liao,531,France,Male,31.0,3,96288.26,1,yes,no,56794.73,no
15756901,Ch'ang,641,France,Female,26.0,4,91547.84,2,no,yes,28157.34,no
15809286,Burke,631,Germany,Male,37.0,8,138292.64,2,no,no,152422.91,yes
15759021,Kay,685,France,Male,35.0,9,0.0,1,yes,no,167033.83,no
15725039,McIntyre,702,Spain,Male,32.0,8,71667.74,1,yes,yes,126082.18,no
15579130,Chidiegwu,708,Germany,Female,43.0,0,118994.84,1,yes,no,181499.77,yes
15754112,Musgrove,653,Spain,Male,55.0,7,0.0,2,yes,yes,41967.03,no
15735522,Boulger,654,Germany,Male,37.0,2,145610.07,2,no,no,186300.59,no
15613326,Gow,596,France,Female,33.0,1,138162.81,1,yes,no,85412.54,no
15739502,Amaechi,549,Germany,Female,31.0,9,135020.21,2,yes,yes,23343.18,no
15670914,Robe,754,France,Male,38.0,2,0.0,2,yes,no,180698.32,no
15604073,Bibi,815,Germany,Female,25.0,8,135161.67,1,yes,yes,136071.05,no
15806027,Niu,556,France,Female,52.0,9,0.0,1,yes,no,175149.2,yes
15574886,Palerma,706,France,Male,32.0,6,94486.47,1,yes,yes,146949.74,no
15707120,Cocci,850,France,Male,46.0,9,117640.39,1,yes,no,88920.68,no
15800845,Artemieva,732,Spain,Female,33.0,8,111379.55,1,yes,yes,45098.62,no
15603914,Arcuri,614,France,Male,40.0,6,0.0,1,yes,yes,20339.79,yes
15722765,Owen,580,Spain,Female,57.0,0,136820.99,1,no,yes,108528.74,no
15783305,Franklin,593,France,Female,46.0,7,98752.51,1,yes,no,145560.38,no
15574842,Lorenzo,653,Germany,Female,25.0,2,158266.42,3,yes,yes,199357.24,no
15607837,Muriel,746,France,Female,29.0,4,105599.67,1,yes,yes,43106.17,no
15714877,MacDevitt,662,France,Female,29.0,10,0.0,2,yes,no,137508.31,no
15782941,Chijindum,573,France,Male,31.0,2,0.0,2,yes,yes,91957.39,no
15630167,Gibson,684,Spain,Female,39.0,4,139723.9,1,yes,yes,120612.11,no
15759038,Whitehead,793,France,Female,41.0,3,141806.46,1,yes,no,102921.17,no
15661821,Johnstone,798,Germany,Female,49.0,5,132571.67,1,yes,yes,31686.33,yes
15728006,Endrizzi,524,France,Male,40.0,2,180516.9,1,yes,no,180002.42,no
15712176,Burke,816,France,Male,31.0,8,0.0,2,yes,yes,28407.4,no
15689351,Johnson,742,Germany,Female,41.0,4,92805.72,1,no,yes,73743.95,yes
15782247,Yeh,540,France,Male,22.0,4,0.0,3,yes,yes,186233.26,yes
15769064,Marshall,537,Germany,Male,39.0,3,135309.36,1,yes,no,31728.86,yes
15718153,Kao,759,Spain,Female,74.0,6,128917.84,1,yes,yes,48244.64,no
15613189,Browne,774,France,Female,52.0,2,56580.93,1,yes,no,113266.28,yes
15661734,Taylor,608,Germany,Male,42.0,8,131390.75,2,yes,no,71178.09,no
15592645,Gibbons,704,Spain,Male,37.0,4,0.0,2,no,no,25684.93,no
15768387,Nott,581,France,Male,41.0,8,0.0,2,no,no,29737.14,no
15792525,Lei,628,Germany,Female,61.0,1,97361.66,1,yes,yes,149922.38,yes
15586976,Alexeeva,566,France,Female,42.0,6,0.0,1,yes,no,180702.12,yes
15790659,Sheets,701,Spain,Male,59.0,7,0.0,2,no,yes,27597.59,no
15691446,Tokaryev,735,Spain,Male,29.0,10,0.0,2,yes,yes,95025.27,no
15772632,Ts'ui,680,France,Female,34.0,1,0.0,2,yes,no,167035.07,no
15706587,Johnston,560,France,Male,57.0,0,0.0,2,no,yes,116781.71,no
15572461,Kung,663,Germany,Female,29.0,4,102714.65,2,no,no,21170.81,no
15654409,Unwin,665,France,Female,34.0,5,67816.72,1,yes,yes,29641.58,no
15568025,Hsueh,758,France,Male,51.0,8,81710.46,1,yes,yes,116520.07,no
15715769,Hao,621,France,Male,26.0,2,75237.54,1,no,yes,44220.4,no
15667458,L?,764,Germany,Male,28.0,10,124023.18,1,yes,no,166188.28,no
15567980,Frater,537,Germany,Female,46.0,5,100727.5,1,no,yes,140857.76,yes
15679294,Brennan,589,France,Female,46.0,10,107238.85,2,yes,no,37024.28,no
15606507,Pisani,555,France,Male,24.0,5,0.0,2,yes,no,27513.47,no
15578825,Golubev,734,France,Female,29.0,0,139994.66,1,yes,no,17744.72,no
15619935,Vanmeter,783,Spain,Female,59.0,9,126224.87,1,yes,yes,4423.63,no
15636089,Hs?,678,Germany,Female,51.0,1,145751.03,1,no,no,109718.44,yes
15727490,Scott,661,France,Male,47.0,5,0.0,1,no,yes,107243.31,yes
15591766,Crawford,607,Spain,Female,25.0,4,121166.89,1,no,yes,115288.24,no
15641629,P'eng,537,Spain,Female,38.0,1,0.0,2,no,yes,41233.97,no
15813303,Rearick,513,Spain,Male,88.0,10,0.0,2,yes,yes,52952.24,no
15756920,Genovesi,576,France,Male,63.0,9,70655.48,1,no,no,78955.8,yes
15726403,Glenny,660,Germany,Male,41.0,1,129901.21,1,yes,no,26025.6,yes
15592765,Marks,637,France,Male,40.0,8,125470.81,1,yes,yes,174536.17,no
15704442,Fleming,672,France,Female,53.0,9,169406.33,4,yes,yes,147311.47,yes
15641136,Davison,629,France,Male,32.0,2,0.0,2,no,yes,77965.44,no
15725818,Chibuzo,583,Germany,Male,40.0,4,107041.3,1,yes,yes,5635.63,no
15612071,Wilson,763,Spain,Female,32.0,10,95153.77,1,no,yes,81310.1,no
15719809,Endrizzi,516,Germany,Male,32.0,3,145166.09,2,no,no,111421.45,no
15716518,Yuryeva,617,France,Female,27.0,4,0.0,2,no,no,190269.21,no
15742210,Ugochukwu,700,France,Male,38.0,9,65962.63,1,yes,yes,100950.48,no
15630617,Lo Duca,727,Germany,Male,36.0,6,140418.81,1,yes,yes,113033.73,yes
15720838,Gallo,689,Spain,Female,31.0,3,139799.63,1,no,yes,120663.57,no
15595537,Trout,626,Germany,Male,49.0,9,171787.84,2,yes,no,187192.23,no
15623196,Morley,686,France,Male,38.0,6,149238.97,1,yes,yes,97825.23,no
15679249,Chou,351,Germany,Female,57.0,4,163146.46,1,yes,no,169621.69,yes
15693199,Shao,739,France,Female,37.0,8,0.0,2,yes,no,191557.1,yes
15661219,Trentino,627,France,Male,32.0,10,0.0,2,yes,no,103287.62,no
15617136,Mazzanti,451,Germany,Female,38.0,9,61482.47,1,yes,yes,167538.66,no
15760294,Endrizzi,512,France,Female,41.0,8,145150.28,1,yes,no,64869.32,yes
15652808,Monaldo,774,France,Female,41.0,5,126670.37,1,yes,no,102426.06,no
15657139,Otutodilinna,652,France,Female,40.0,8,84390.8,2,no,yes,107876.2,no
15803790,Allen,638,Germany,Male,37.0,2,89728.86,2,yes,yes,37294.88,no
15764105,Milne,475,France,Female,57.0,1,0.0,2,yes,no,89248.99,no
15672610,Somadina,567,Spain,Male,40.0,4,118628.8,1,no,no,91973.63,no
15766896,Chieloka,750,France,Male,37.0,3,0.0,2,yes,no,16870.2,no
15587735,Chukwuebuka,850,France,Male,39.0,6,96863.13,1,yes,yes,121681.19,no
15659501,Chioke,753,France,Female,38.0,6,142263.45,1,no,yes,33730.43,no
15745001,Kovalev,683,Spain,Female,36.0,7,0.0,2,yes,no,104786.59,no
15651140,Doherty,710,France,Female,32.0,3,0.0,1,yes,no,94790.34,no
15571148,Baranov,645,Spain,Female,21.0,1,0.0,2,no,no,28726.07,no
15776824,Rossi,714,France,Male,28.0,6,122724.37,1,yes,yes,67057.27,no
15633141,Robinson,696,Germany,Female,35.0,4,174902.26,1,yes,no,69079.85,no
15764174,Bidencope,612,Spain,Female,26.0,4,0.0,2,yes,yes,179780.74,no
15778155,T'ien,520,Germany,Female,31.0,3,108914.17,1,yes,yes,183572.39,yes
15715920,De Bernales,782,Spain,Male,23.0,10,98052.66,1,yes,yes,142587.32,no
15671917,Wade,666,France,Male,46.0,5,123873.19,1,yes,yes,177844.06,no
15666548,Chung,466,Germany,Female,56.0,2,111920.13,3,yes,no,197634.11,yes
15625623,Stevenson,567,France,Female,45.0,4,0.0,2,no,yes,121053.19,no
15748123,Chienezie,613,France,Male,20.0,3,0.0,2,yes,yes,149613.77,no
15648735,,718,France,Male,37.0,8,0.0,2,yes,yes,142.81,no
15634974,Seppelt,614,France,Female,37.0,8,75150.34,4,no,yes,131766.67,yes
15713378,Brownless,711,France,Male,38.0,10,0.0,2,no,no,53311.78,no
15753370,McDonald,691,Germany,Female,38.0,5,114753.76,1,yes,no,107665.02,no
15782659,Mamelu,527,France,Male,32.0,0,0.0,1,yes,no,109523.88,no
15583364,McGregor,476,France,Female,32.0,6,111871.93,1,no,no,112132.86,no
15625942,McDonald,619,Spain,Female,45.0,0,0.0,2,no,no,113645.4,no
15720284,Crawford,607,Germany,Female,37.0,4,135927.06,1,no,no,180890.4,no
15679642,Feng,695,Spain,Male,44.0,8,0.0,2,yes,yes,70974.13,no
15628007,Genovese,653,France,Male,33.0,1,0.0,2,no,no,53379.52,no
15661974,Pirozzi,677,France,Male,46.0,2,57037.74,1,yes,yes,158531.01,no
15689341,Gibbs,655,France,Female,50.0,10,0.0,4,yes,no,179267.94,yes
15607993,Milne,625,France,Female,52.0,2,79468.96,1,yes,yes,84606.03,no
15693267,Dickson,679,Germany,Female,34.0,7,121063.85,1,yes,no,56984.58,no
15769522,O'Connor,734,France,Male,51.0,1,118537.47,1,yes,yes,116912.45,no
15755825,McGuirk,666,France,Male,39.0,10,0.0,2,yes,no,102999.33,no
15598175,Toscani,592,Germany,Female,26.0,4,105082.07,2,yes,no,132801.57,no
15744327,Ruth,564,France,Male,40.0,4,0.0,1,yes,no,85455.62,yes
15798666,Hughes,814,France,Female,36.0,6,0.0,2,yes,yes,98657.01,no
15577064,Onyekaozulu,592,Germany,Male,36.0,2,104702.65,2,yes,no,107948.72,no
15759436,Aksenov,758,France,Female,50.0,2,95813.76,3,yes,yes,67944.09,yes
15690231,K'ung,612,Spain,Female,62.0,0,167026.61,2,yes,yes,192892.05,no
15751561,Meng,498,Germany,Male,61.0,7,102453.26,1,yes,no,187247.56,yes
15739068,Nwoye,638,Germany,Male,25.0,4,148045.45,2,yes,yes,114722.42,no
15758056,Calabresi,558,France,Male,35.0,1,0.0,2,no,no,111687.57,no
15742269,Milano,756,France,Female,24.0,1,0.0,2,yes,no,184182.25,no
15726490,Kirby,782,Spain,Male,52.0,4,0.0,1,yes,yes,52759.82,yes
15738411,Ho,505,France,Male,34.0,10,104498.79,1,no,yes,126451.14,no
15727919,Chukwuemeka,671,Spain,Female,29.0,6,0.0,2,no,no,12048.67,no
15709396,Hale,801,France,Male,42.0,6,0.0,2,yes,yes,95804.33,no
15654106,K?,604,France,Male,26.0,8,149542.52,2,no,yes,197911.52,no
15621653,Rice,716,France,Female,29.0,10,87946.39,1,yes,yes,182531.74,no
15598086,Brown,624,France,Female,45.0,3,68639.57,1,yes,no,168002.31,yes
15752300,Sagese,607,Germany,Male,47.0,4,148826.32,1,yes,yes,79450.61,no
15658693,Aksyonova,827,France,Female,60.0,2,0.0,2,no,yes,60615.83,no
15631838,Findlay,606,France,Male,61.0,5,108166.09,2,no,yes,8643.21,no
15803804,Walker,717,Germany,Female,35.0,5,103214.71,1,yes,no,172172.7,no
15578809,Hao,651,Germany,Male,40.0,1,134760.21,2,no,no,174434.06,yes
15752026,Hammer,691,France,Male,58.0,3,0.0,1,no,yes,194930.3,yes
15723706,Abbott,573,France,Female,33.0,0,90124.64,1,yes,no,137476.71,no
15752838,Lucas,723,Spain,Male,38.0,6,0.0,2,yes,yes,94415.6,no
15569571,Davydova,584,Germany,Female,46.0,6,87361.02,2,yes,no,120376.87,yes
15769703,West,550,Germany,Female,45.0,8,111257.59,1,no,no,97623.42,yes
15679770,Smith,611,France,Female,61.0,3,131583.59,4,no,yes,66238.23,yes
15791102,Mai,549,Germany,Male,41.0,9,95020.8,3,yes,yes,131710.59,yes
15655192,Fiorentino,850,Spain,Female,24.0,1,0.0,2,no,yes,69052.87,no
15709487,Freeman,668,Germany,Male,34.0,5,80242.37,2,no,no,56780.97,no
15687130,,686,France,,,0,,1,,yes,170072.9,no
15755178,Ramos,660,France,Male,50.0,1,0.0,3,yes,yes,191849.15,yes
15634772,Mario,682,Spain,Female,59.0,0,122661.39,1,no,yes,84803.76,no
15617197,Chien,524,France,Male,50.0,4,0.0,2,yes,yes,31840.59,yes
15631240,Dubinina,645,France,Female,36.0,8,0.0,2,yes,yes,12096.61,yes
